clip_id,fake_label,method,type,rel_path,filename,speaker_id
fav_id07078_id05931_00405_id05931_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Asian (South)/women/id07078/00405_id05931_wavtolip.mp4,00405_id05931_wavtolip.mp4,id07078
fav_id00179_00143,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (American)/men/id00179/00143.mp4,00143.mp4,id00179
fav_id09175_id00579_00072_id00579_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/Asian (East)/women/id09175/00072_id00579_wavtolip.mp4,00072_id00579_wavtolip.mp4,id09175
fav_id00306_id00415_00015_id00415_saYfEadFy_s,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (European)/men/id00306/00015_id00415_saYfEadFy_s.mp4,00015_id00415_saYfEadFy_s.mp4,id00306
fav_id00707_id01838_00052_id01838_q_lUk55OrL0_id04689_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/African/women/id00707/00052_id01838_q_lUk55OrL0_id04689_wavtolip.mp4,00052_id01838_q_lUk55OrL0_id04689_wavtolip.mp4,id00707
fav_id03559_id00043_00023_id00043_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/Asian (South)/women/id03559/00023_id00043_wavtolip.mp4,00023_id00043_wavtolip.mp4,id03559
fav_id01392_00167,0,real,RealVideo-RealAudio,RealVideo-RealAudio/African/men/id01392/00167.mp4,00167.mp4,id01392
fav_id00020_00206,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (American)/men/id00020/00206.mp4,00206.mp4,id00020
fav_id00359_00053,0,real,RealVideo-RealAudio,RealVideo-RealAudio/African/women/id00359/00053.mp4,00053.mp4,id00359
fav_id00707_id04245_00052_id04245_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/African/women/id00707/00052_id04245_wavtolip.mp4,00052_id04245_wavtolip.mp4,id00707
fav_id00063_00021,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (European)/men/id00063/00021.mp4,00021.mp4,id00063
fav_id00560_00041,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (East)/men/id00560/00041.mp4,00041.mp4,id00560
fav_id00633_00088,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (European)/women/id00633/00088.mp4,00088.mp4,id00633
fav_id03716_id00633_00040_id00633_UXrTMta1EDM_id00826_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/women/id03716/00040_id00633_UXrTMta1EDM_id00826_wavtolip.mp4,00040_id00633_UXrTMta1EDM_id00826_wavtolip.mp4,id03716
fav_id03559_id04583_00023_id04583_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/Asian (South)/women/id03559/00023_id04583_wavtolip.mp4,00023_id04583_wavtolip.mp4,id03559
fav_id01392_id00478_00167_id00478_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/African/men/id01392/00167_id00478_wavtolip.mp4,00167_id00478_wavtolip.mp4,id01392
fav_id00633_id01002_00088_id01002_eQTviHjyISo_faceswap_id00232_wavtolip,1,faceswap-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/women/id00633/00088_id01002_eQTviHjyISo_faceswap_id00232_wavtolip.mp4,00088_id01002_eQTviHjyISo_faceswap_id00232_wavtolip.mp4,id00633
fav_id05845_id00417_00027_id00417_GhIZam3v09g_id07377_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Asian (South)/women/id05845/00027_id00417_GhIZam3v09g_id07377_wavtolip.mp4,00027_id00417_GhIZam3v09g_id07377_wavtolip.mp4,id05845
fav_id00169_id01163_00021_id01163_QSMeUEH3lJM_id00243_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (American)/men/id00169/00021_id01163_QSMeUEH3lJM_id00243_wavtolip.mp4,00021_id01163_QSMeUEH3lJM_id00243_wavtolip.mp4,id00169
fav_id03205_id01123_00150_id01123_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (European)/men/id03205/00150_id01123_wavtolip.mp4,00150_id01123_wavtolip.mp4,id03205
fav_id01217_00005,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (American)/women/id01217/00005.mp4,00005.mp4,id01217
fav_id00241_id00415_00015_id00415_saYfEadFy_s_id00694_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/men/id00241/00015_id00415_saYfEadFy_s_id00694_wavtolip.mp4,00015_id00415_saYfEadFy_s_id00694_wavtolip.mp4,id00241
fav_id00554_id01157_00028_id01157_yDgqfOWVKko,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (European)/men/id00554/00028_id01157_yDgqfOWVKko.mp4,00028_id01157_yDgqfOWVKko.mp4,id00554
fav_id00773_id06354_00038_id06354_PmWLmcJNUhM,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Asian (South)/men/id00773/00038_id06354_PmWLmcJNUhM.mp4,00038_id06354_PmWLmcJNUhM.mp4,id00773
fav_id00169_00021,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (American)/men/id00169/00021.mp4,00021.mp4,id00169
fav_id02316_id01972_00094_id01972_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/African/men/id02316/00094_id01972_wavtolip.mp4,00094_id01972_wavtolip.mp4,id02316
fav_id00554_00028,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (European)/men/id00554/00028.mp4,00028.mp4,id00554
fav_id02316_id00475_00094_id00475_xQjvXRcnPvw,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/African/men/id02316/00094_id00475_xQjvXRcnPvw.mp4,00094_id00475_xQjvXRcnPvw.mp4,id02316
fav_id00428_id01005_00017_id01005_lJZrqhcRFSA_faceswap_id03707_wavtolip,1,faceswap-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (American)/women/id00428/00017_id01005_lJZrqhcRFSA_faceswap_id03707_wavtolip.mp4,00017_id01005_lJZrqhcRFSA_faceswap_id03707_wavtolip.mp4,id00428
fav_id03205_00150,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (European)/men/id03205/00150.mp4,00150.mp4,id03205
fav_id00020_id01168_00206_id01168_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (American)/men/id00020/00206_id01168_wavtolip.mp4,00206_id01168_wavtolip.mp4,id00020
fav_id01223_id00291_00255_id00291_L_SLT-j82Ms,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (American)/women/id01223/00255_id00291_L_SLT-j82Ms.mp4,00255_id00291_L_SLT-j82Ms.mp4,id01223
fav_id04561_id00103_00248_id00103_qpTVaP4y5DQ_id04928_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Asian (South)/men/id04561/00248_id00103_qpTVaP4y5DQ_id04928_wavtolip.mp4,00248_id00103_qpTVaP4y5DQ_id04928_wavtolip.mp4,id04561
fav_id00775_id01044_00092_id01044_yL58R6zBNf4,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (American)/men/id00775/00092_id01044_yL58R6zBNf4.mp4,00092_id01044_yL58R6zBNf4.mp4,id00775
fav_id00495_00027,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (European)/women/id00495/00027.mp4,00027.mp4,id00495
fav_id04540_id02824_00078_id02824_glBy_mYcXZw,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/African/women/id04540/00078_id02824_glBy_mYcXZw.mp4,00078_id02824_glBy_mYcXZw.mp4,id04540
fav_id04540_id00832_00078_id00832_Jr4-dXRChME_id02508_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/African/women/id04540/00078_id00832_Jr4-dXRChME_id02508_wavtolip.mp4,00078_id00832_Jr4-dXRChME_id02508_wavtolip.mp4,id04540
fav_id01856_id00944_00006_id00944_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/African/men/id01856/00006_id00944_wavtolip.mp4,00006_id00944_wavtolip.mp4,id01856
fav_id00306_id00554_00015_id00554_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (European)/men/id00306/00015_id00554_wavtolip.mp4,00015_id00554_wavtolip.mp4,id00306
fav_id03716_id00434_00040_id00434_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/women/id03716/00040_id00434_wavtolip.mp4,00040_id00434_wavtolip.mp4,id03716
fav_id03747_fake.mp4_00273_fake,1,rtvc,RealVideo-FakeAudio,RealVideo-FakeAudio/African/women/id03747/00273_fake.mp4,00273_fake.mp4,id03747
fav_id04561_id03344_00248_id03344_vyNnOo6lU0o,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Asian (South)/men/id04561/00248_id03344_vyNnOo6lU0o.mp4,00248_id03344_vyNnOo6lU0o.mp4,id04561
fav_id00740_id06776_00015_id06776_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/Asian (East)/men/id00740/00015_id06776_wavtolip.mp4,00015_id06776_wavtolip.mp4,id00740
fav_id04561_00248,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (South)/men/id04561/00248.mp4,00248.mp4,id04561
fav_id06158_id03940_00015_id03940_axeR0CLu96U_faceswap_id05620_wavtolip,1,faceswap-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Asian (East)/women/id06158/00015_id03940_axeR0CLu96U_faceswap_id05620_wavtolip.mp4,00015_id03940_axeR0CLu96U_faceswap_id05620_wavtolip.mp4,id06158
fav_id03668_00143,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (American)/men/id03668/00143.mp4,00143.mp4,id03668
fav_id00241_id00055_00015_id00055_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/men/id00241/00015_id00055_wavtolip.mp4,00015_id00055_wavtolip.mp4,id00241
fav_id00707_id05106_00052_id05106_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/African/women/id00707/00052_id05106_wavtolip.mp4,00052_id05106_wavtolip.mp4,id00707
fav_id05252_id02071_00052_id02071_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/African/women/id05252/00052_id02071_wavtolip.mp4,00052_id02071_wavtolip.mp4,id05252
fav_id00633_id00581_00088_id00581_7AxvP19LGKg,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (European)/women/id00633/00088_id00581_7AxvP19LGKg.mp4,00088_id00581_7AxvP19LGKg.mp4,id00633
fav_id06269_id09053_00005_id09053_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Asian (East)/men/id06269/00005_id09053_wavtolip.mp4,00005_id09053_wavtolip.mp4,id06269
fav_id00270_id00395_00088_id00395_wM5kGJfTtEM_id03371_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/women/id00270/00088_id00395_wM5kGJfTtEM_id03371_wavtolip.mp4,00088_id00395_wM5kGJfTtEM_id03371_wavtolip.mp4,id00270
fav_id02617_id04689_00028_id04689_0YqK1ksKjLg_id04689_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/African/women/id02617/00028_id04689_0YqK1ksKjLg_id04689_wavtolip.mp4,00028_id04689_0YqK1ksKjLg_id04689_wavtolip.mp4,id02617
fav_id05931_00013,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (South)/women/id05931/00013.mp4,00013.mp4,id05931
fav_id00707_id04437_00052_id04437_2csrqaF55pk,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/African/women/id00707/00052_id04437_2csrqaF55pk.mp4,00052_id04437_2csrqaF55pk.mp4,id00707
fav_id02464_id03781_00002_id03781_jbHfYGVNqTg_id00752_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (American)/women/id02464/00002_id03781_jbHfYGVNqTg_id00752_wavtolip.mp4,00002_id03781_jbHfYGVNqTg_id00752_wavtolip.mp4,id02464
fav_id03205_id01051_00150_id01051_jPxk6s6FM6Y,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (European)/men/id03205/00150_id01051_jPxk6s6FM6Y.mp4,00150_id01051_jPxk6s6FM6Y.mp4,id03205
fav_id00919_id01156_00063_id01156_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/men/id00919/00063_id01156_wavtolip.mp4,00063_id01156_wavtolip.mp4,id00919
fav_id04561_id04560_00248_id04560_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/Asian (South)/men/id04561/00248_id04560_wavtolip.mp4,00248_id04560_wavtolip.mp4,id04561
fav_id02587_id06158_00020_id06158_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Asian (East)/women/id02587/00020_id06158_wavtolip.mp4,00020_id06158_wavtolip.mp4,id02587
fav_id00863_00069,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (East)/men/id00863/00069.mp4,00069.mp4,id00863
fav_id02824_00130,0,real,RealVideo-RealAudio,RealVideo-RealAudio/African/women/id02824/00130.mp4,00130.mp4,id02824
fav_id03559_00023,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (South)/women/id03559/00023.mp4,00023.mp4,id03559
fav_id00179_id00169_00143_id00169__V1xAwwG29U_faceswap_id00020_wavtolip,1,faceswap-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (American)/men/id00179/00143_id00169__V1xAwwG29U_faceswap_id00020_wavtolip.mp4,00143_id00169__V1xAwwG29U_faceswap_id00020_wavtolip.mp4,id00179
fav_id03747_00273,0,real,RealVideo-RealAudio,RealVideo-RealAudio/African/women/id03747/00273.mp4,00273.mp4,id03747
fav_id09175_id04701_00072_id04701_7mnc8w6jRlM,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Asian (East)/women/id09175/00072_id04701_7mnc8w6jRlM.mp4,00072_id04701_7mnc8w6jRlM.mp4,id09175
fav_id02617_00028,0,real,RealVideo-RealAudio,RealVideo-RealAudio/African/women/id02617/00028.mp4,00028.mp4,id02617
fav_id01217_id00835_00005_id00835_zWTp4szbb5k_id03696_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (American)/women/id01217/00005_id00835_zWTp4szbb5k_id03696_wavtolip.mp4,00005_id00835_zWTp4szbb5k_id03696_wavtolip.mp4,id01217
fav_id00863_id04687_00069_id04687_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/Asian (East)/men/id00863/00069_id04687_wavtolip.mp4,00069_id04687_wavtolip.mp4,id00863
fav_id00495_id03589_00027_id03589_9NxOQlwpMys_id00330_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/women/id00495/00027_id03589_9NxOQlwpMys_id00330_wavtolip.mp4,00027_id03589_9NxOQlwpMys_id00330_wavtolip.mp4,id00495
fav_id02617_id00832_00028_id00832_Jr4-dXRChME,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/African/women/id02617/00028_id00832_Jr4-dXRChME.mp4,00028_id00832_Jr4-dXRChME.mp4,id02617
fav_id03965_00051,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (East)/men/id03965/00051.mp4,00051.mp4,id03965
fav_id00773_00038,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (South)/men/id00773/00038.mp4,00038.mp4,id00773
fav_id01856_id01691_00006_id01691_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/African/men/id01856/00006_id01691_wavtolip.mp4,00006_id01691_wavtolip.mp4,id01856
fav_id04927_id06752_00013_id06752_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Asian (South)/women/id04927/00013_id06752_wavtolip.mp4,00013_id06752_wavtolip.mp4,id04927
fav_id00919_00063,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (European)/men/id00919/00063.mp4,00063.mp4,id00919
fav_id05931_id01026_00013_id01026_rM4ZERt7oM0_id07049_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Asian (South)/women/id05931/00013_id01026_rM4ZERt7oM0_id07049_wavtolip.mp4,00013_id01026_rM4ZERt7oM0_id07049_wavtolip.mp4,id05931
fav_id00919_id00063_00063_id00063_cVZBXC2rjPM,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (European)/men/id00919/00063_id00063_cVZBXC2rjPM.mp4,00063_id00063_cVZBXC2rjPM.mp4,id00919
fav_id00582_00006,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (East)/women/id00582/00006.mp4,00006.mp4,id00582
fav_id01392_id00701_00167_id00701_lW6uzLIOwd0,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/African/men/id01392/00167_id00701_lW6uzLIOwd0.mp4,00167_id00701_lW6uzLIOwd0.mp4,id01392
fav_id00616_id00842_00305_id00842_wavtolip,1,wav2lip,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (American)/women/id00616/00305_id00842_wavtolip.mp4,00305_id00842_wavtolip.mp4,id00616
fav_id01835_00130,0,real,RealVideo-RealAudio,RealVideo-RealAudio/African/men/id01835/00130.mp4,00130.mp4,id01835
fav_id00554_id01099_00028_id01099_ZpgbIKxzkrg_id00946_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/men/id00554/00028_id01099_ZpgbIKxzkrg_id00946_wavtolip.mp4,00028_id01099_ZpgbIKxzkrg_id00946_wavtolip.mp4,id00554
fav_id09125_id09181_00098_id09181_ypUYBHscgD8_id06225_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Asian (East)/women/id09125/00098_id09181_ypUYBHscgD8_id06225_wavtolip.mp4,00098_id09181_ypUYBHscgD8_id06225_wavtolip.mp4,id09125
fav_id04927_00013,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (South)/women/id04927/00013.mp4,00013.mp4,id04927
fav_id03205_id01157_00150_id01157_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/men/id03205/00150_id01157_wavtolip.mp4,00150_id01157_wavtolip.mp4,id03205
fav_id03668_id00179_00143_id00179_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (American)/men/id03668/00143_id00179_wavtolip.mp4,00143_id00179_wavtolip.mp4,id03668
fav_id00071_id00188_00014_id00188_e-vm5FB3idA,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (European)/women/id00071/00014_id00188_e-vm5FB3idA.mp4,00014_id00188_e-vm5FB3idA.mp4,id00071
fav_id00071_00014,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Caucasian (European)/women/id00071/00014.mp4,00014.mp4,id00071
fav_id03747_id04689_00273_id04689_0YqK1ksKjLg_id00359_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/African/women/id03747/00273_id04689_0YqK1ksKjLg_id00359_wavtolip.mp4,00273_id04689_0YqK1ksKjLg_id00359_wavtolip.mp4,id03747
fav_id00169_id03668_00021_id03668_mjurT3_7DpE,1,fsgan,FakeVideo-RealAudio,FakeVideo-RealAudio/Caucasian (American)/men/id00169/00021_id03668_mjurT3_7DpE.mp4,00021_id03668_mjurT3_7DpE.mp4,id00169
fav_id01597_id00944_00005_id00944_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/African/men/id01597/00005_id00944_wavtolip.mp4,00005_id00944_wavtolip.mp4,id01597
fav_id09175_00072,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (East)/women/id09175/00072.mp4,00072.mp4,id09175
fav_id00633_id03844_00088_id03844_wavtolip,1,wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/Caucasian (European)/women/id00633/00088_id03844_wavtolip.mp4,00088_id03844_wavtolip.mp4,id00633
fav_id07195_00186,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (South)/men/id07195/00186.mp4,00186.mp4,id07195
fav_id02824_id04705_00130_id04705_ziJ9JsYr4R0_id02948_wavtolip,1,fsgan-wav2lip,FakeVideo-FakeAudio,FakeVideo-FakeAudio/African/women/id02824/00130_id04705_ziJ9JsYr4R0_id02948_wavtolip.mp4,00130_id04705_ziJ9JsYr4R0_id02948_wavtolip.mp4,id02824
fav_id06158_00015,0,real,RealVideo-RealAudio,RealVideo-RealAudio/Asian (East)/women/id06158/00015.mp4,00015.mp4,id06158
